Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Pauromys schaubi,1.1,0.96,1,1,,Wood 1959,Wood 1959 (type: AMNH Bridger),,,
Pauromys simplex,1.19,1.08,22,22,,Walton 1993,Walton 1993a,,,
Pauromys texensis,1.3,1.14,17,17,,Walton 1993,Walton 1993a,,,
Pecari tajacu,11.76666667,9.4,3,3,,Frailey and Campbell 2012,,,,PE
Pediomeryx hemphillensis,17.775,12.9125,5,5,,Dalquest 1983,Dalquest 1983 (Coffee Ranch),,,US
Pediomys elegans,1.78,1.21,6,6,,Archibald 1982,Archibald 1982,,,
Pekania diluviana,12.7,4.7,1,1,,Alroy 2000,Gidley and Gazin 1933 (Cumberland Cave),,,US
Pelonax potens,33.6,24.8,1,1,,Macdonald 1951,Macdonald 1951 (type?),,,
Pelonax ramosus,30,27,1,1,,Macdonald 1951,Macdonald 1951 (Scott and Jepsen 1940),,,
Pelycodus jarrovii,5.6225,4.8125,3,3,,Gingerich and Haskin 1981,Gingerich and Haskin 1981 (neotype),,,
Pelycomys brulanus,2.335,2.395,2,2,,Korth 1986,Korth 1986 (type: UNSM Sx-4),,,US
Pelycomys placidus,2.6225,2.865,3,3,,Galbreath 1953,Galbreath 1953,,,
Pelycomys rugosus,2.85,2.73,1,1,,Galbreath 1953,Galbreath 1953,,,
Penetrigonias dakotensis,21.95,15.7,3,3,,Peterson 1920,,,,
Pentacemylus leotensis,6.65,3.75,2,2,,Gazin 1955,Gazin 1955,,,
Pentacemylus progressus,6.2667,4.6667,3,3,,Gazin 1955,Gazin 1955 (includes type: see also Scott 1945; Peterson 1931d),,,
Pentacodon inversus,5.05,3.5,2,2,,Matthew 1937,Matthew 1937,,,
Pentacodon occultus,6.6,4.8,1,1,,Matthew 1937,Matthew 1937,,,
Peraceras hessei,28.5,25.6,6,6,,Prothero and Manning 1987,Prothero and Manning 1987 (Fleming Fm.),,,
Peraceras superciliosum,38.8,27.2,1,1,,Dalquest and Hughes 1966,Dalquest and Hughes 1966 (Exell),,,US
Peradectes californicus,1.406666667,0.726666667,3,3,,Krishtalka and Stucky 1983,"Krishtalka and Stucky 1983b (type, CIT 202: Stock 1936)",,,
Peradectes chesteri,1.3,0.75,2,2,,Gunnell 1998,Gunnell 1998c (UM BI-26),,,US
Peradectes elegans,1.666666667,0.916666667,3,3,,Krishtalka and Stucky 1983,"Krishtalka and Stucky 1983b (type, Mason Pocket: Matthew and Granger 1921)",,,
Peradectes protinnominatus,1.544433333,0.894566667,12,12,,Alroy 2000,"Rose 1981 (""P. cf. chesteri"")",,,
Peratherium comstocki,2.7,1.6,2,2,,Krishtalka and Stucky 1983,Krishtalka and Stucky 1983a (Wind River Fm.),,,
Perchoerus minor,10.35,7.75,2,2,,Galbreath 1953,Galbreath 1953,,,
Perchoerus nanus,11.3,7.6,1,1,,Galbreath 1953,Galbreath 1953,,,
Perchoerus probus,12.89575,9.15,7,7,,Macdonald 1970,Macdonald 1970,,,
Peridiomys borealis,1.3,1.53,1,1,,Korth 1997,Korth 1997a (Nenzel Quarry),,,US
Peridiomys halis,1.58,1.94,17,17,,Sutton and Korth 1995,Sutton and Korth 1995,,,
Peridiomys oregonensis,1.25,1.55,1,1,,Korth 1997,"Korth 1997a (type, Skull Springs: remeasured from Gazin 1932)",,,
Peridiomys rusticus,1.55,2.08,1,1,,Alroy 2000,"Korth 199a (type, Lower Snake Creek: remeasured from Gazin 1932)",,,
Periptychus carinidens,11.35714286,9.042857143,10,10,,Alroy 2000,Simpson 1959 (San Juan Basin: based on range of 28 specimens),,,
Periptychus coarctatus,10,9,1,1,,Simpson 1936,Simpson 1936b (type: Barrel Spring Arroyo),,,US
Perognathoides eurekensis,0.7,0.775,2,2,,Lindsay 1972,Lindsay 1972 (type: UCMP V-65134),,,US
Perognathus ancenensis,1.04,1.12,7,7,,Sutton and Korth 1995,Sutton and Korth 1995,,,
Perognathus brevidens,0.928333333,1.013333333,10,10,,Korth 1987,Korth 1987a (type),,,
Perognathus coquorum,1.38,1.63,1,1,,Korth 1995,"Korth 1995c (type, ZX Bar: based on Wood 1935)",,,US
Perognathus dunklei,1.05,0.9,1,1,,Alroy 2000,Martin 1984 (Rexroad),,,
Perognathus furlongi,1.02,1.108333333,19,19,,James 1963,James 1963 (UCMP V-5656),,,US
Perognathus gidleyi,1.020833333,1.128333333,7,7,,Alroy 2000,Martin 1984 (Rexroad),,,
Perognathus maldei,1.025,1.1,2,2,,Alroy 2000,Martin 1984 (Hagerman),,,
Perognathus mclaughlini,0.8765,1.09,11,11,,Jacobs 1977,Jacobs 1977 (Old Cabin Quarry),,,
Perognathus minutus,0.835,0.933333333,8,8,,James 1963,James 1963 (type: Big Cat Quarry; repeated by Martin 1984),,,US
Perognathus parvus,0.9667,1.1444,9,9,,Alroy 2000,"Martin 1984 (Recent, Oregon)",,,
Perognathus pearlettensis,0.90835,0.94,9,9,,Eshelman and Hibbard 1981,Eshelman and Hibbard 1981 (Nash),,,US
Perognathus rexroadensis,1.175,1.2875,4,4,,Alroy 2000,Martin 1984 (Fox Canyon),,,
Perognathus stevei,1,1.1425,11,11,,Martin 1984,Martin 1984 (UWBM A8803),,,US
Perognathus trojectioansrum,0.7525,0.82,6,6,,Voorhies 1990,Voorhies 1990 (Norden Bridge Quarry),,,US
Peromyscus antiquus,1.85,1.025,2,2,,Hoffmeister 1945,Hoffmeister 1945 (type: Thousand Creek; remeasured from Wilson 1937a),,,US
Peromyscus berendsensis,1.4,0.9,1,1,,Starrett 1956,Starrett 1956 (type: Berends),,,US
Peromyscus boylii,1.716666667,1.126666667,60,60,,Lindsay 1972,"Lindsay 1972 (Recent, males)",,,
Peromyscus brachygnathus,1.283333333,0.82,8,8,,Tomida 1987,Tomida 1987 (UALP 7933),,,
Peromyscus cragini,1.49,0.925,2,2,,Dalquest and Carpenter 1988,Dalquest and Carpenter 1988 (Seymour Fm.),,,US
Peromyscus dentalis,1.43,0.964,14,14,,Shotwell 1967,"Shotwell 1967a (type: Fish Lake Valley; remeasured from Hall 1930b, Clark et al. 1964)",,,
Peromyscus hagermanensis,1.62,1.026666667,21,21,,Tomida 1987,Tomida 1987 (UALP 7937),,,
Peromyscus maniculatus,1.4675,0.9525,70,70,,Lindsay 1972,"Lindsay 1972 (Recent, males)",,,
Peromyscus minimus,1.14,0.75,9,9,,Tomida 1987,Tomida 1987 (Benson),,,US
Peromyscus nesodytes,2.5,1.6,1,1,,Wilson 1937,Wilson 1937a (type: Santa Rosa Island),,,
Peromyscus nosher,1.4,1,1,1,,Ruez 2001,Ruez 2001 (White Bluffs: repeated from Gustafson 1978),,,US
Peromyscus polionotus,1.4,0.82,2,2,,Ruez 2001,Ruez 2001 (Inglis 1C),,,US
Peromyscus progressus,1.4,0.9,3,3,,Semken 1966,Semken 1966 (Sandahl),,,US
Peromyscus sarmocophinus,1.74,1.11,24,24,,Ruez 2001,Ruez 2001 (Inglis),,,
Peromyscus truei,1.693333333,1.126666667,64,64,,Lindsay 1972,"Lindsay 1972 (Recent, males)",,,
Petauristodon jamesi,2.67,2.8,5,5,,Pratt and Morgan 1989,Pratt and Morgan 1989,,,
Petauristodon mathewsi,2.39,2.515,6,6,,Pratt and Morgan 1989,Pratt and Morgan 1989,,,
Petauristodon pattersoni,2.73,2.88,3,3,,Pratt and Morgan 1989,Pratt and Morgan 1989,,,
Petenyia concisa,1.24,0.99,2,2,,Wilson 1968,Wilson 1968 (type: WaKeeny),,,US
Pewelagus mexicanus,2.4,2.7,1,1,,Miller and Carranza-Castaneda 1982,"Miller and Carranza 1982 (type, Rancho Viejo: p4 or m12)",,,MX
Phelosaccomys neomexicanus,1.1075,1.44,3,3,,Korth and Chaney 1999,Korth and Chaney 1999 (type: Pojoaque Member),,,US
Phelosaccomys shotwelli,1.02,1.5788,8,8,,Korth and Reynolds 1994,Korth and Reynolds 1994 (Avawatz: presumably includes specimen of Wilson 1939; m12),,,US
Phenacocoelus typus,13,9,1,1,,Peterson 1928,Peterson 1928b (type Monroe Creek: repeated by Thorpe 1937),,,
Phenacodaptes sabulosus,2.83,2.22,2,2,,Jepsen 1930,Jepsen 1930 (type: Princeton Quarry),,,US
Phenacodus bisonensis,8.8025,7.2025,16,16,,Schiebout 1974,"Schiebout 1974 (""P. cf. matthewi"": Ray's Bonebed; see Thewissen 1990)",,,US
Phenacodus grangeri,11.5025,9.725,25,25,,Simpson 1935,Simpson 1935c (referred: Tiffany Beds),,,
